,strikes,date,village,region,year,leaders-killed,leader-names,leader-description,militants-killed-low,militants-killed-high,militants-killed-avg,unknown-killed-low,unknown-killed-high,unknown-killed-avg,civilians-killed-low,civilians-killed-high,civilians-killed-avg,total-killed-low,total-killed-high,total-killed-avg,president (US),target-type,target-organization,target-group,target-latitude,target-longitude,province
100,1,2010-01-01,"ghundikala village, 15 km east of miram shah, in mir ali tehsil",north waziristan,2010,0,none,none,2,3,2,0,0,0,0,0,0,2,3,2,obama,vehicle,unclear,7. unclear,32.994267,70.207443,federally administered tribal areas
101,1,2010-01-03,"mosakki village, 25 km east of miram shah, in mir ali tehsil",north waziristan,2010,0,none,none,2,2,2,0,0,0,0,0,0,2,2,2,obama,house,unclear,7. unclear,32.997723,70.342026,federally administered tribal areas
102,1,2010-01-06,sanzali area of datta khel,north waziristan,2010,0,none,none,5,25,15,0,0,0,0,0,0,5,25,15,obama,gathering,taliban,1. taliban,32.983898,69.75769,federally administered tribal areas
103,1,2010-01-08,"tapi village, near miram shah",north waziristan,2010,0,none,none,3,8,5,0,0,0,0,0,0,3,8,5,obama,unclear,taliban,1. taliban,33.003483,70.015182,federally administered tribal areas
104,1,2010-01-09,ismael khel in datta khel region,north waziristan,2010,1,jamal saeed abdul rahim,jamal saeed abdul rahim was on the fbi's most wanted list for his role in the 1986 hijacking of panam flight 73.,4,4,4,0,0,0,0,0,0,4,4,4,obama,compound,unclear,7. unclear,32.991962,69.730911,federally administered tribal areas
105,1,2010-01-14,shaktoi village in the pasalkot region,north waziristan,2010,0,none,none,11,18,14,0,0,0,0,0,0,11,18,14,obama,compound,taliban,1. taliban,32.669147,70.156975,federally administered tribal areas
106,1,2010-01-15,"zanini village, near mir ali",north waziristan,2010,0,none,none,3,5,4,0,0,0,0,0,0,3,5,4,obama,training camp,taliban,1. taliban,32.940117,70.296021,federally administered tribal areas
107,1,2010-01-15,"bichi village, mirkhwanai area, near shaktoi",north waziristan,2010,0,none,none,3,6,4,0,0,0,0,0,0,3,6,4,obama,compound,taliban,1. taliban,32.667992,70.144958,federally administered tribal areas
108,1,2010-01-17,"nizba village, shaktoi region",south waziristan,2010,4,"shahid ullah, hafiz nizamuddin storikhel, khawarey and mohtaj.",all four are described as taliban commanders.,12,20,16,0,0,0,0,0,0,12,20,16,obama,compound,islamic movement of uzbekistan,5. islamic movement of uzbekistan,32.659031,70.150452,federally administered tribal areas
109,1,2010-01-19,"deegan, 18 miles west of miram shah",north waziristan,2010,0,none,none,3,6,4,0,0,0,0,0,0,3,6,4,obama,compound,haqqani network,4. haqqani network,32.972958,69.700012,federally administered tribal areas
110,1,2010-01-29,"muhammad khel, datta khel",north waziristan,2010,0,none,none,5,15,10,0,0,0,0,0,0,5,15,10,obama,compound,haqqani network,4. haqqani network,33.001755,69.713058,federally administered tribal areas
111,1,2010-02-02,"toor narai village, datta khel, 30km west of miram shah",north waziristan,2010,0,none,none,2,7,4,0,0,0,0,0,0,2,7,4,obama,training camp,taliban,1. taliban,32.9989,69.9534,federally administered tribal areas
112,1,2010-02-02,pai khel,north waziristan,2010,0,none,none,2,7,4,0,0,0,0,0,0,2,7,4,obama,training camp,taliban,1. taliban,33.0023,69.8696,federally administered tribal areas
113,1,2010-02-02,muhammad khel,north waziristan,2010,0,none,none,2,7,4,0,0,0,0,0,0,2,7,4,obama,training camp,taliban,1. taliban,32.5725,69.5306,federally administered tribal areas
114,1,2010-02-02,"deegan, 18 miles west of miram shah",north waziristan,2010,0,none,none,4,8,6,0,0,0,0,0,0,4,8,6,obama,training camp,taliban,1. taliban,32.976414,69.728165,federally administered tribal areas
115,1,2010-02-14,mir ali,north waziristan,2010,0,none,none,8,9,8,0,0,0,0,0,0,8,9,8,obama,compound,unclear,7. unclear,32.963161,70.241776,federally administered tribal areas
116,1,2010-02-15,"tapi village, 9 miles east of miram shah",north waziristan,2010,0,none,none,3,4,3,0,0,0,0,0,0,3,4,3,obama,vehicle,al-qaeda,3. al-qaeda,32.987354,70.280914,federally administered tribal areas
117,1,2010-02-17,"tabi tolkhel, 3 miles from khost border or tapi, 9 miles east of miram shah",north waziristan,2010,1,shaikh mansoor,al qaeda militant assigned for anti nato attacks in afghanistan,2,4,3,0,0,0,0,0,0,2,4,3,obama,compound,taliban,1. taliban,32.997723,70.18959,federally administered tribal areas
118,1,2010-02-18,"dandey darpa khel, near miram shah",north waziristan,2010,1,mohammad haqqani,"mohammed haqqani was a mid-level haqqani network commander and son of jalaluddin haqqani, the head of the group. his brother sirajuddin was the intended target of the attack.",3,4,3,0,0,0,0,0,0,3,4,3,obama,compound,haqqani network,4. haqqani network,33.015572,70.052605,federally administered tribal areas
119,1,2010-02-24,"dargi mandi, 2.5 miles north of miram shah",north waziristan,2010,1,qari mohammad zafar,"commander, pakistani taliban and leader of the fedayeen-i-islam.",4,14,9,0,0,0,0,0,0,4,14,9,obama,house and vehicle,haqqani network,4. haqqani network,33.042629,70.061188,federally administered tribal areas
120,1,2010-03-08,maley khan sirai area of miram shah,north waziristan,2010,1,hussein al-yemeni,"sadam hussein al hussami, also known as ghazwan al-yemeni/hussein al-yemeni. al-qaeda planner and facilitator in tribal areas of pakistan.",5,5,5,0,0,0,0,0,0,5,5,5,obama,compound,al-qaeda,3. al-qaeda,33.005783,70.090027,federally administered tribal areas
121,1,2010-03-10,"mizar madakhel, 25-31 miles west of miram shah",north waziristan,2010,0,none,none,12,21,16,0,0,0,0,0,0,12,21,16,obama,vehicle,unclear,7. unclear,32.997147,69.616241,federally administered tribal areas
122,1,2010-03-16,"datta khel, 12 miles west of miram shah",north waziristan,2010,0,none,none,5,8,6,3,3,3,0,0,0,8,11,9,obama,compound,taliban,1. taliban,32.991386,69.742584,federally administered tribal areas
123,1,2010-03-17,"mada khel, 25 miles west of miram shah",north waziristan,2010,0,none,none,3,6,4,0,0,0,0,0,0,3,6,4,obama,vehicle,taliban,1. taliban,32.995995,69.625854,federally administered tribal areas
124,1,2010-03-17,"hamzoni, 6 miles west of miram shah",north waziristan,2010,0,none,none,3,5,4,0,0,0,0,0,0,3,5,4,obama,vehicle,taliban,1. taliban,33.013271,69.938965,federally administered tribal areas
125,1,2010-03-21,lowari mandi area of datta khel,north waziristan,2010,0,none,none,5,8,6,0,0,0,0,0,0,5,8,6,obama,compound,haqqani network,4. haqqani network,32.995995,69.682159,federally administered tribal areas
126,1,2010-03-23,"machis, outskirts of miram shah",north waziristan,2010,0,none,none,4,6,5,0,0,0,0,0,0,4,6,5,obama,compound,unclear,7. unclear,32.985626,70.054321,federally administered tribal areas
127,1,2010-03-28,"hurmaz, near mir ali",north waziristan,2010,0,none,none,4,4,4,0,0,0,0,0,0,4,4,4,obama,house,unclear,7. unclear,32.96777,70.253448,federally administered tribal areas
128,1,2010-03-31,"tapi village, 13 miles east of miram shah",north waziristan,2010,0,none,none,4,6,5,0,0,0,0,0,0,4,6,5,obama,compound,unclear,7. unclear,32.997147,70.302887,federally administered tribal areas
129,1,2010-04-12,"boya village, 12 miles west of miram shah",north waziristan,2010,0,none,none,0,0,0,5,13,9,0,0,0,5,13,9,obama,compound,taliban,1. taliban,33.024784,69.823608,federally administered tribal areas
130,1,2010-04-14,"ambur shaga village, 15 miles west of miram shah",north waziristan,2010,0,none,none,3,5,4,0,0,0,0,0,0,3,5,4,obama,vehicle,unclear,7. unclear,33.004059,69.752197,federally administered tribal areas
131,1,2010-04-16,"toorkhel, suburbs of miram shah",north waziristan,2010,0,none,none,4,6,5,0,0,0,0,0,0,4,6,5,obama,vehicle,unclear,7. unclear,32.998299,70.119553,federally administered tribal areas
132,1,2010-04-24,"machi khel, 12 miles east of miram shah",north waziristan,2010,0,none,none,7,8,7,0,0,0,0,0,0,7,8,7,obama,compound,unclear,7. unclear,32.978718,70.327606,federally administered tribal areas
133,1,2010-04-26,"khushali toorkhel, 15 miles east of miram shah",north waziristan,2010,0,none,none,4,6,5,0,0,0,0,0,0,4,6,5,obama,house,unclear,7. unclear,32.972958,70.350952,federally administered tribal areas
134,1,2010-05-03,"marsi khel, near mir ali",north waziristan,2010,0,none,none,2,6,4,0,0,0,0,0,0,2,6,4,obama,vehicle,unclear,7. unclear,32.990234,70.315933,federally administered tribal areas
135,1,2010-05-09,"inzarkas village, datta khel",north waziristan,2010,0,none,none,6,10,8,0,0,0,0,0,0,6,10,8,obama,compound,unclear,7. unclear,32.997147,69.672546,federally administered tribal areas
136,1,2010-05-11,"gorwek, near afghan border",north waziristan,2010,0,none,none,7,10,8,0,0,0,0,0,0,7,10,8,obama,compound,unclear,7. unclear,32.994267,69.558563,federally administered tribal areas
137,1,2010-05-11,"doga area, datta khel",north waziristan,2010,0,none,none,14,14,14,0,0,0,0,0,0,14,14,14,obama,compound,unclear,7. unclear,32.995995,69.704819,federally administered tribal areas
138,1,2010-05-15,"ragha area, tirah valley",khyber pakhtunkhwa,2010,0,none,none,3,13,8,2,2,2,0,0,0,5,15,10,obama,house,unclear,7. unclear,33.881817,70.85907,khyber pakhtunkhwa
139,1,2010-05-21,asadabad village of muhammad khel area of datta khel,north waziristan,2010,1,"mustafa abu yazid, aka saeed al-masri",al qaeda's financial chief and top commander in afghanistan.,3,6,4,1,0,0,5,6,5,9,12,10,obama,compound,taliban,1. taliban,32.989082,69.716492,federally administered tribal areas
140,1,2010-05-28,"mizai nari, 38 km west of wana",south waziristan,2010,0,none,none,8,12,10,0,0,0,0,0,0,8,12,10,obama,compound,taliban,1. taliban,32.292938,69.304504,federally administered tribal areas
141,1,2010-06-10,"khaddi village, nine miles east of miram shah",north waziristan,2010,0,none,none,2,3,2,0,0,0,0,0,0,2,3,2,obama,compound,unclear,7. unclear,32.97987,70.287094,federally administered tribal areas
142,1,2010-06-11,"datta khel, 12 miles west of miram shah",north waziristan,2010,0,none,none,8,9,8,0,0,0,0,0,0,8,9,8,obama,house,taliban,1. taliban,32.997147,69.656754,federally administered tribal areas
143,1,2010-06-19,"sokhel village, 16 miles east of miram shah",north waziristan,2010,1,abu ahmed arkash/abu ahmad tarkash,an al qaeda leader.,11,16,13,0,0,0,0,0,0,11,16,13,obama,gathering,al-qaeda,3. al-qaeda,32.981022,70.293274,federally administered tribal areas
144,1,2010-06-26,"khushali khel, mir ali,",north waziristan,2010,0,none,none,2,3,2,0,0,0,0,0,0,2,3,2,obama,house,taliban,1. taliban,32.974686,70.278168,federally administered tribal areas
145,1,2010-06-27,"tabbi tolkhel, 4 km north of miram shah",north waziristan,2010,0,none,none,2,6,4,0,0,0,0,0,0,2,6,4,obama,compound,unclear,7. unclear,33.021908,70.072174,federally administered tribal areas
146,1,2010-06-29,"lamal village, near karikot, 6 miles sw of wana",south waziristan,2010,1,hamza al-jufi,"hamza al-jufi, aq commander and reportedly the leader of the militant group jundullah.",6,10,8,0,0,0,0,0,0,6,10,8,obama,house,al-qaeda,3. al-qaeda,32.234295,69.530411,federally administered tribal areas
147,1,2010-07-15,"sheerani, mada khel",north waziristan,2010,0,none,none,5,12,8,2,2,2,0,0,0,7,14,10,obama,compound,unclear,7. unclear,32.995419,69.77211,federally administered tribal areas
148,1,2010-07-24,"dwasarak village, 25 miles west of wana, near angoor adda",south waziristan,2010,0,none,none,16,18,17,0,0,0,0,0,0,16,18,17,obama,compound,unclear,7. unclear,32.45068,69.277039,federally administered tribal areas
149,1,2010-07-25,landikhel area of sararogha,south waziristan,2010,0,none,none,4,4,4,0,0,0,0,0,0,4,4,4,obama,unclear,taliban,1. taliban,32.49297,70.037155,federally administered tribal areas
150,1,2010-07-25,"tabbi tolkhel, 4 km north of miram shah",north waziristan,2010,0,none,none,4,7,5,0,0,0,0,0,0,4,7,5,obama,compound,unclear,7. unclear,33.027664,70.069427,federally administered tribal areas
151,1,2010-07-25,shaktoi village in the pasalkot region,south waziristan,2010,0,none,none,4,14,9,0,0,0,0,0,0,4,14,9,obama,vehicle,taliban,1. taliban,32.66597,70.161438,federally administered tribal areas
152,1,2010-08-14,"issori, 13 miles east of miram shah",north waziristan,2010,1,amir moawia,ttp commander,7,7,7,5,7,6,0,0,0,12,14,13,obama,compound,taliban,1. taliban,32.990234,70.31868,federally administered tribal areas
153,1,2010-08-21,"kutabkhel village, 3 km south of miram shah",north waziristan,2010,0,none,none,4,6,5,0,0,0,0,0,0,4,6,5,obama,vehicle,unclear,7. unclear,32.983898,70.059128,federally administered tribal areas
154,1,2010-08-23,derga mandy,north waziristan,2010,0,none,none,5,5,5,0,0,0,0,0,0,5,5,5,obama,compound,unclear,7. unclear,33.0155,70.056,federally administered tribal areas
155,1,2010-08-23,danday darpa khel,north waziristan,2010,0,none,none,0,13,6,0,0,0,7,7,7,7,20,13,obama,compound,haqqani network,4. haqqani network,33.028816,70.046082,federally administered tribal areas
156,1,2010-08-27,"shahidano village, 62 miles southwest of peshawar",kurram agency,2010,0,none,none,3,4,3,0,0,0,0,0,0,3,4,3,obama,vehicle,haqqani network,4. haqqani network,33.680923,70.41687,federally administered tribal areas
157,1,2010-09-03,"datta khel, 12 miles west of miram shah",north waziristan,2010,0,none,none,2,7,4,0,0,0,0,0,0,2,7,4,obama,vehicle,unclear,7. unclear,32.994267,69.777603,federally administered tribal areas
158,1,2010-09-03,machis factory area on outskirts of miram shah,north waziristan,2010,0,none,none,5,25,15,0,0,0,0,0,0,5,25,15,obama,house,unclear,7. unclear,33.018452,70.098953,federally administered tribal areas
159,1,2010-09-04,datta khel,north waziristan,2010,0,none,none,4,8,6,0,0,0,0,0,0,4,8,6,obama,house,unclear,7. unclear,32.983898,69.751511,federally administered tribal areas
160,1,2010-09-04,near miramshah,north waziristan,2010,0,none,none,5,6,5,0,0,0,0,0,0,5,6,5,obama,house,unclear,7. unclear,33.0047,70.0675,federally administered tribal areas
161,1,2010-09-06,"khar qamar, a village in datta khel",north waziristan,2010,0,none,none,3,6,4,0,0,0,0,0,0,3,6,4,obama,vehicle,unclear,7. unclear,32.977566,69.711685,federally administered tribal areas
162,1,2010-09-08,"ambor shaga on dattakhel road, near the border",north waziristan,2010,0,none,none,4,4,4,0,0,0,0,0,0,4,4,4,obama,vehicle,unclear,7. unclear,32.996571,69.526291,federally administered tribal areas
163,1,2010-09-08,dargha mandi at ghulam khan road area,north waziristan,2010,0,none,none,4,6,5,0,0,0,0,0,0,4,6,5,obama,compound,unclear,7. unclear,32.995419,70.015182,federally administered tribal areas
164,1,2010-09-08,danday darpakhel,north waziristan,2010,0,none,none,10,10,10,0,0,0,0,0,0,10,10,10,obama,house,haqqani network,4. haqqani network,33.027664,70.017242,federally administered tribal areas
165,1,2010-09-09,outskirts of miram shah,north waziristan,2010,0,none,none,4,6,5,0,0,0,0,0,0,4,6,5,obama,compound,unclear,7. unclear,33.008087,70.061874,federally administered tribal areas
166,1,2010-09-12,datta khel,north waziristan,2010,0,none,none,4,6,5,0,0,0,0,0,0,4,6,5,obama,house,taliban,1. taliban,32.986202,69.685593,federally administered tribal areas
167,1,2010-09-14,"bushnarai village, shawal",north waziristan,2010,0,none,none,7,12,9,0,0,0,0,0,0,7,12,9,obama,compound,unclear,7. unclear,33.021908,69.656754,federally administered tribal areas
168,1,2010-09-14,"qutabkhel village, a southern suburb of miranshah",north waziristan,2010,1,saifullah haqqani,"saifullah, siraj haqqani's cousin. and a militant commander",4,4,4,0,0,0,0,0,0,4,4,4,obama,vehicle,haqqani network,4. haqqani network,32.98505,70.076981,federally administered tribal areas
169,1,2010-09-15,payekhel village of dattakhel district,north waziristan,2010,0,none,none,4,7,5,0,0,0,0,0,0,4,7,5,obama,compound,unclear,7. unclear,33.008663,69.76181,federally administered tribal areas
170,1,2010-09-15,"dargah mandi, outskirts of miram shah",north waziristan,2010,0,none,none,11,14,12,0,0,0,0,0,0,11,14,12,obama,compound,haqqani network,4. haqqani network,33.02018,70.029602,federally administered tribal areas
171,1,2010-09-19,"deghan, datta khel,",north waziristan,2010,0,none,none,4,5,4,0,0,0,0,0,0,4,5,4,obama,vehicle,unclear,7. unclear,32.974972,69.686279,federally administered tribal areas
172,1,2010-09-20,"darazinda village, 25 miles northeast of miram shah",north waziristan,2010,0,none,none,8,9,8,0,0,0,0,0,0,8,9,8,obama,vehicle,unclear,7. unclear,33.070827,69.701385,federally administered tribal areas
173,1,2010-09-21,"azam warsak, 6 miles nw of wana",south waziristan,2010,0,none,none,5,7,6,0,0,0,0,0,0,5,7,6,obama,funeral,taliban,1. taliban,32.344002,69.66568,federally administered tribal areas
174,1,2010-09-21,"khund, south waziristan border with afghanistan",south waziristan,2010,0,none,none,6,7,6,0,0,0,0,0,0,6,7,6,obama,vehicle,taliban,1. taliban,32.46806,69.300385,federally administered tribal areas
175,1,2010-09-25,"datta khel, 12 miles west of miram shah",north waziristan,2010,1,"shaikh al-fatah, also known as abdul razzak","al qaeda's operational commander in pakistan,",3,4,3,0,0,0,0,0,0,3,4,3,obama,vehicle,al-qaeda,3. al-qaeda,32.987354,69.66774,federally administered tribal areas
176,1,2010-09-26,"tarmanu road, 31 miles west of miram shah",north waziristan,2010,0,none,none,5,5,5,0,0,0,0,0,0,5,5,5,obama,vehicle,unclear,7. unclear,32.979294,69.664307,federally administered tribal areas
177,1,2010-09-26,lawara mandi area of datta khel,north waziristan,2010,0,none,none,3,4,3,0,0,0,0,0,0,3,4,3,obama,house,unclear,7. unclear,32.978718,69.6698,federally administered tribal areas
178,1,2010-09-26,sherani area of datta khel,north waziristan,2010,0,none,none,3,4,3,0,0,0,0,0,0,3,4,3,obama,vehicle,haqqani network,4. haqqani network,32.987354,69.66774,federally administered tribal areas
179,1,2010-09-27,"khush hali, southeast of miram shah",north waziristan,2010,0,none,none,2,4,3,0,0,0,0,0,0,2,4,3,obama,compound,unclear,7. unclear,32.98505,70.014153,federally administered tribal areas
180,1,2010-09-28,"zeba village, west of wana",south waziristan,2010,0,none,none,4,4,4,0,0,0,0,0,0,4,4,4,obama,compound,unclear,7. unclear,32.472694,69.274979,federally administered tribal areas
181,1,2010-10-02,"inzarkas village, datta khel",north waziristan,2010,0,none,none,8,9,8,0,0,0,0,0,0,8,9,8,obama,house,taliban,1. taliban,32.990234,69.631348,federally administered tribal areas
182,1,2010-10-02,"asar village, datta khel",north waziristan,2010,0,none,none,6,10,8,0,0,0,0,0,0,6,10,8,obama,house,haqqani network,4. haqqani network,32.98793,69.640961,federally administered tribal areas
183,1,2010-10-04,mir ali,north waziristan,2010,0,none,none,1,8,4,4,4,4,0,0,0,5,12,8,obama,compound,unclear,7. unclear,32.981022,70.256882,federally administered tribal areas
184,1,2010-10-06,mir ali,north waziristan,2010,0,none,none,3,5,4,0,0,0,0,0,0,3,5,4,obama,house,unclear,7. unclear,32.966042,70.274734,federally administered tribal areas
185,1,2010-10-06,miram shah,north waziristan,2010,0,none,none,3,6,4,0,0,0,0,0,0,3,6,4,obama,compound,unclear,7. unclear,33.012695,70.10788,federally administered tribal areas
186,1,2010-10-07,"khaisoori town, mir ali",north waziristan,2010,0,none,none,2,4,3,0,0,0,0,0,0,2,4,3,obama,compound,unclear,7. unclear,32.975838,70.261688,federally administered tribal areas
187,1,2010-10-08,"charkhel, in datta khel",north waziristan,2010,0,none,none,4,9,6,0,0,0,0,0,0,4,9,6,obama,compound,unclear,7. unclear,32.984188,69.696922,federally administered tribal areas
188,1,2010-10-10,"spin wam refugee camp, outside mir ali",north waziristan,2010,0,none,none,7,8,7,0,0,0,0,0,0,7,8,7,obama,compound,unclear,7. unclear,32.99081,70.304604,federally administered tribal areas
189,1,2010-10-13,"inzarkas village, datta khel",north waziristan,2010,0,none,none,3,11,7,0,0,0,0,0,0,3,11,7,obama,house,taliban,1. taliban,32.992538,69.654007,federally administered tribal areas
190,1,2010-10-15,aziz khel,north waziristan,2010,0,none,none,6,6,6,0,0,0,0,0,0,6,6,6,obama,vehicle,unclear,7. unclear,32.970654,70.293961,federally administered tribal areas
191,1,2010-10-15,"machi khel, near mir ali",north waziristan,2010,0,none,none,3,5,4,0,0,0,0,0,0,3,5,4,obama,house,unclear,7. unclear,32.97987,70.232849,federally administered tribal areas
192,1,2010-10-18,sanzali area of datta khel,north waziristan,2010,0,none,none,5,7,6,0,0,0,0,0,0,5,7,6,obama,compound,unclear,7. unclear,32.976414,69.733658,federally administered tribal areas
193,1,2010-10-27,deegan area of datta khel,north waziristan,2010,0,none,none,3,4,3,0,0,0,0,0,0,3,4,3,obama,vehicle,haqqani network,4. haqqani network,32.997147,69.697952,federally administered tribal areas
194,1,2010-10-27,"spin wam, near mir ali",north waziristan,2010,0,none,none,2,5,3,0,0,0,0,0,0,2,5,3,obama,house,unclear,7. unclear,32.986778,70.315247,federally administered tribal areas
195,1,2010-10-28,"ismail khel, in datta khel",north waziristan,2010,0,none,none,4,11,7,0,0,0,0,0,0,4,11,7,obama,compound,unclear,7. unclear,32.994843,69.726791,federally administered tribal areas
196,1,2010-11-01,"hyder khel, near mir ali",north waziristan,2010,0,none,none,5,6,5,0,0,0,0,0,0,5,6,5,obama,compound,unclear,7. unclear,32.97382,70.312157,federally administered tribal areas
197,1,2010-11-03,"qutub khel, near miram shah",north waziristan,2010,0,none,none,4,5,4,0,0,0,0,0,0,4,5,4,obama,vehicle,unclear,7. unclear,33.021332,70.013123,federally administered tribal areas
198,1,2010-11-03,"pai khel village, in datta khel",north waziristan,2010,0,none,none,4,4,4,0,0,0,0,0,0,4,4,4,obama,vehicle,unclear,7. unclear,32.97987,69.643707,federally administered tribal areas
199,1,2010-11-03,"khaso khel village, near mir ali",north waziristan,2010,0,none,none,3,4,3,0,0,0,0,0,0,3,4,3,obama,house,unclear,7. unclear,32.962009,70.333786,federally administered tribal areas
